close,high,low,ppen,volume
438.07000732421875,458.3399963378906,435.29998779296875,457.79998779296875,85535400
451.6700134277344,457.54998779296875,444.57000732421875,447.989990234375,67940800
432.9599914550781,448.25,428.7799987792969,446.3800048828125,89093800
431.4100036621094,438.3699951171875,431.2900085449219,435.8999938964844,59828800
435.79998779296875,436.8900146484375,424.3699951171875,427.8900146484375,57041100
445.010009765625,449.04998779296875,430.3900146484375,435.95001220703125,67331500
448.9599914550781,454.29998779296875,438.0,441.2300109863281,61649600
447.20001220703125,451.80999755859375,443.95001220703125,450.20001220703125,53719200
439.20001220703125,443.9100036621094,434.2200012207031,442.80999755859375,57259500
438.57000732421875,445.3599853515625,437.6499938964844,441.1300048828125,49465800
437.5,447.25,435.260009765625,439.5,60220600
419.25,430.7300109863281,417.44000244140625,429.3599853515625,63187300
431.44000244140625,438.20001220703125,419.6199951171875,421.6600036621094,68124000
449.3599853515625,449.5,432.6300048828125,435.1600036621094,71546700
449.05999755859375,452.42999267578125,444.0400085449219,447.42999267578125,56771400
435.20001220703125,445.0400085449219,434.2799987792969,445.0,49397400
430.8999938964844,437.5199890136719,430.69000244140625,437.4100036621094,37733100
431.4599914550781,438.260009765625,430.1000061035156,431.9100036621094,54857400
416.55999755859375,440.2300109863281,414.6199951171875,437.79998779296875,81686100
430.4100036621094,439.8800048828125,422.70001220703125,425.3500061035156,82626100
421.80999755859375,427.1499938964844,414.5,421.2900085449219,58739500
421.9599914550781,428.55999755859375,413.69000244140625,424.2699890136719,56886500
406.010009765625,423.8999938964844,399.17999267578125,420.4599914550781,74606900
397.2099914550781,402.1000061035156,387.5299987792969,397.0199890136719,72819800
411.1099853515625,414.54998779296875,397.75,400.8699951171875,62677100
417.32000732421875,421.25,407.2900085449219,409.9100036621094,54484300
425.2099914550781,427.25,417.0,418.0799865722656,64450200
428.2699890136719,436.3500061035156,420.0299987792969,427.9599914550781,57362000
417.07000732421875,436.2300109863281,414.0,430.29998779296875,61933400
417.44000244140625,424.05999755859375,410.8800048828125,414.30999755859375,51434100
410.6300048828125,413.7200012207031,400.510009765625,412.3599853515625,59678800
411.32000732421875,416.8999938964844,409.5799865722656,411.1099853515625,45921400
411.7099914550781,415.25,404.1099853515625,407.25,51019600
411.82000732421875,414.70001220703125,405.5,408.29998779296875,57912200
399.8299865722656,407.70001220703125,394.0400085449219,407.2900085449219,69680000
409.3800048828125,410.82000732421875,397.6400146484375,399.5,58579500
417.3999938964844,420.3399963378906,412.1499938964844,412.1499938964844,54809700
408.5799865722656,416.80999755859375,403.6600036621094,414.4200134277344,53602500
402.510009765625,407.1199951171875,398.1099853515625,402.94000244140625,56890100
403.32000732421875,404.5400085449219,388.25,390.6000061035156,55088300
392.42999267578125,396.3399963378906,385.3900146484375,395.0899963378906,62617300
405.94000244140625,408.3299865722656,394.5799865722656,397.8500061035156,68305500
405.54998779296875,408.6199951171875,399.4200134277344,401.57000732421875,51925900
396.7300109863281,402.3500061035156,394.2099914550781,398.0899963378906,64054600
398.67999267578125,401.5899963378906,381.3999938964844,390.04998779296875,67018900
399.239990234375,406.5899963378906,398.19000244140625,402.2200012207031,59258700
407.82000732421875,416.3800048828125,402.1499938964844,402.2799987792969,62559900
395.010009765625,406.5,394.6499938964844,405.17999267578125,60973800
391.20001220703125,400.20001220703125,389.95001220703125,399.1700134277344,58504100
395.55999755859375,403.7300109863281,394.4200134277344,396.2200012207031,58068300
399.2699890136719,400.1199951171875,393.0,395.69000244140625,46890500
392.7799987792969,403.07000732421875,392.30999755859375,399.0,50853100
380.29998779296875,387.2699890136719,378.7300109863281,387.2699890136719,67078300
367.9599914550781,379.8900146484375,364.4599914550781,379.8500061035156,78628600
380.8500061035156,385.3299865722656,372.7300109863281,373.0899963378906,74606000
383.0299987792969,387.4800109863281,376.30999755859375,376.55999755859375,60004900
385.95001220703125,396.2300109863281,385.010009765625,389.989990234375,55157300
372.1099853515625,384.44000244140625,371.8699951171875,381.6000061035156,55522900
361.8299865722656,369.8599853515625,359.4700012207031,369.69000244140625,62065700
355.2799987792969,367.2900085449219,352.1400146484375,365.8599853515625,67954400
371.75,373.3299865722656,361.0,361.510009765625,75534900
381.260009765625,383.1400146484375,374.0799865722656,378.6300048828125,58683800
360.5899963378906,370.2799987792969,359.0299987792969,364.20001220703125,83031200
352.82000732421875,367.7200012207031,346.6400146484375,362.5899963378906,77697600
346.6499938964844,348.0199890136719,337.239990234375,346.44000244140625,74515400
343.25,364.5,339.6700134277344,363.7900085449219,78838600
345.6199951171875,348.8800048828125,337.25,343.1499938964844,62164000
348.95001220703125,350.3599853515625,342.739990234375,346.2900085449219,51336000
352.4200134277344,356.3500061035156,348.57000732421875,350.07000732421875,53617500
364.20001220703125,367.6300048828125,354.7699890136719,357.6700134277344,59979600
391.95001220703125,394.6499938964844,362.5,366.8299865722656,113810400
388.8999938964844,394.05999755859375,381.79998779296875,393.80999755859375,63515100
400.6199951171875,409.2799987792969,391.6499938964844,395.9200134277344,90640000
392.5,406.79998779296875,388.3299865722656,402.5799865722656,64603900
386.4200134277344,393.95001220703125,385.2200012207031,393.0,50530600
387.510009765625,393.010009765625,385.29998779296875,387.57000732421875,62362800
373.7200012207031,386.0,368.3900146484375,375.2799987792969,93969500
376.29998779296875,382.760009765625,370.7300109863281,373.5,62893300
378.6700134277344,380.7799987792969,364.0199890136719,372.0899963378906,66735800
376.0199890136719,382.2900085449219,372.5400085449219,374.67999267578125,50864400
372.79998779296875,376.3999938964844,370.0400085449219,375.3999938964844,45384800
381.6300048828125,384.75,368.1700134277344,372.75,51076000
390.82000732421875,397.82000732421875,378.79998779296875,382.489990234375,65338300
392.510009765625,394.6400146484375,384.79998779296875,390.2300109863281,48765100
389.3699951171875,402.1199951171875,389.0,395.19000244140625,47780600
398.7300109863281,401.67999267578125,384.0199890136719,386.25,53465400
411.7900085449219,415.8299865722656,402.1199951171875,407.4800109863281,64294200
428.3500061035156,431.20001220703125,416.3900146484375,416.4800109863281,65050000
445.0,449.1600036621094,416.79998779296875,422.1600036621094,78376100
433.45001220703125,447.79998779296875,422.260009765625,441.4100036621094,60569300
445.2699890136719,453.3999938964844,430.2099914550781,436.6700134277344,68283200
443.29998779296875,451.9800109863281,441.1600036621094,446.489990234375,46070400
422.239990234375,434.6600036621094,422.0,433.9800109863281,52688700
409.989990234375,421.1300048828125,405.3299865722656,419.2699890136719,52474200
404.1099853515625,405.6300048828125,393.6300048828125,403.1600036621094,46500600
417.260009765625,417.4599914550781,406.3900146484375,407.6000061035156,45294700
417.8500061035156,426.95001220703125,412.8999938964844,422.17999267578125,42636900
426.010009765625,431.510009765625,420.510009765625,422.6700134277344,46104700
433.5899963378906,435.20001220703125,426.1199951171875,430.260009765625,45658900
440.3599853515625,445.6000061035156,435.5199890136719,442.8900146484375,44656500
442.1000061035156,443.9599914550781,436.29998779296875,437.6199951171875,32435000
435.7900085449219,441.07000732421875,428.1400146484375,439.8500061035156,45176800
415.8800048828125,429.6000061035156,415.42999267578125,427.489990234375,44937900
423.739990234375,424.4200134277344,413.6499938964844,418.2200012207031,37596000
423.70001220703125,433.6000061035156,416.0,418.70001220703125,44500700
418.45001220703125,426.3500061035156,417.1600036621094,419.8399963378906,35323300
391.0,424.67999267578125,388.5899963378906,420.5,63420200
408.95001220703125,412.94000244140625,394.7200012207031,396.3299865722656,50328800
396.67999267578125,418.5,384.239990234375,411.0299987792969,59940200
